Era{0}: --------------------
(1.000387, 1.000807)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000083, 1.000198)
(0.999995, 1.000042)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{206}: --------------------
(1.000215, 1.000467)
(0.999545, 0.999105)
(0.999698, 0.999434)
(1.000190, 1.000357)
(0.999864, 0.999772)
(1.000679, 1.001351)
(1.000158, 1.000353)
(0.999831, 0.999690)
(0.999728, 0.999427)
(0.999603, 0.999187)
(0.999979, 0.999999)
(1.000387, 1.000807)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000083, 1.000198)
(0.999995, 1.000042)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{207}: --------------------
(1.000215, 1.000467)
(0.999545, 0.999105)
(0.999698, 0.999434)
(1.000190, 1.000357)
(0.999864, 0.999772)
(1.000679, 1.001351)
(1.000158, 1.000353)
(0.999831, 0.999690)
(0.999728, 0.999427)
(0.999603, 0.999187)
(0.999979, 0.999999)
(1.000387, 1.000807)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000083, 1.000198)
(0.999995, 1.000042)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{208}: --------------------
(1.000215, 1.000467)
(0.999545, 0.999105)
(0.999698, 0.999434)
(1.000190, 1.000357)
(0.999864, 0.999772)
(1.000679, 1.001351)
(1.000158, 1.000353)
(0.999831, 0.999690)
(0.999871, 0.999777)
(1.000249, 1.000487)
(0.999979, 0.999999)
(1.000197, 1.000376)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000083, 1.000198)
(0.999995, 1.000042)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{209}: --------------------
(1.000215, 1.000467)
(0.999545, 0.999105)
(0.999698, 0.999434)
(1.000190, 1.000357)
(0.999864, 0.999772)
(1.000679, 1.001351)
(1.000158, 1.000353)
(0.999831, 0.999690)
(0.999871, 0.999777)
(1.000249, 1.000487)
(0.999979, 0.999999)
(1.000197, 1.000376)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000083, 1.000198)
(0.999995, 1.000042)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{210}: --------------------
(0.999931, 0.999896)
(0.999545, 0.999105)
(0.999698, 0.999434)
(1.000190, 1.000357)
(0.999798, 0.999564)
(1.000679, 1.001351)
(1.000158, 1.000353)
(0.999831, 0.999690)
(0.999871, 0.999777)
(1.000249, 1.000487)
(0.999979, 0.999999)
(1.000071, 1.000127)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000083, 1.000198)
(0.999995, 1.000042)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{211}: --------------------
(0.999931, 0.999896)
(0.999545, 0.999105)
(0.999698, 0.999434)
(1.000190, 1.000357)
(0.999798, 0.999564)
(1.000679, 1.001351)
(1.000158, 1.000353)
(0.999831, 0.999690)
(0.999871, 0.999777)
(1.000249, 1.000487)
(0.999979, 0.999999)
(1.000071, 1.000127)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000083, 1.000198)
(0.999995, 1.000042)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{212}: --------------------
(0.999931, 0.999896)
(0.999545, 0.999105)
(0.999698, 0.999434)
(1.000190, 1.000357)
(0.999653, 0.999313)
(1.000679, 1.001351)
(1.000158, 1.000353)
(1.000286, 1.000557)
(0.999871, 0.999777)
(1.000249, 1.000487)
(0.999979, 0.999999)
(1.000071, 1.000127)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000083, 1.000198)
(0.999995, 1.000042)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{213}: --------------------
(0.999931, 0.999896)
(0.999545, 0.999105)
(0.999698, 0.999434)
(1.000190, 1.000357)
(0.999653, 0.999313)
(1.000679, 1.001351)
(1.000158, 1.000353)
(1.000286, 1.000557)
(0.999871, 0.999777)
(1.000249, 1.000487)
(0.999979, 0.999999)
(1.000071, 1.000127)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000083, 1.000198)
(1.000123, 1.000280)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{214}: --------------------
(0.999931, 0.999896)
(0.999545, 0.999105)
(0.999698, 0.999434)
(1.000190, 1.000357)
(0.999653, 0.999313)
(1.000277, 1.000553)
(1.000158, 1.000353)
(1.000286, 1.000557)
(0.999871, 0.999777)
(1.000249, 1.000487)
(0.999979, 0.999999)
(1.000071, 1.000127)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000083, 1.000198)
(1.000131, 1.000281)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{215}: --------------------
(0.999931, 0.999896)
(0.999785, 0.999597)
(0.999698, 0.999434)
(1.000190, 1.000357)
(0.999653, 0.999313)
(1.000277, 1.000553)
(1.000158, 1.000353)
(1.000286, 1.000557)
(0.999871, 0.999777)
(1.000249, 1.000487)
(0.999979, 0.999999)
(1.000071, 1.000127)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000083, 1.000198)
(1.000131, 1.000281)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{216}: --------------------
(0.999931, 0.999896)
(0.999785, 0.999597)
(1.000134, 1.000260)
(1.000190, 1.000357)
(0.999653, 0.999313)
(1.000277, 1.000553)
(1.000158, 1.000353)
(1.000286, 1.000557)
(0.999871, 0.999777)
(1.000249, 1.000487)
(0.999979, 0.999999)
(1.000071, 1.000127)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000083, 1.000198)
(1.000131, 1.000281)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{217}: --------------------
(0.999931, 0.999896)
(0.999785, 0.999597)
(1.000134, 1.000260)
(1.000190, 1.000357)
(0.999653, 0.999313)
(0.999907, 0.999800)
(1.000158, 1.000353)
(1.000286, 1.000557)
(0.999871, 0.999777)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000071, 1.000127)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000083, 1.000198)
(1.000131, 1.000281)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{218}: --------------------
(0.999931, 0.999896)
(0.999785, 0.999597)
(1.000134, 1.000260)
(1.000190, 1.000357)
(0.999653, 0.999313)
(0.999907, 0.999800)
(1.000158, 1.000353)
(1.000286, 1.000557)
(0.999871, 0.999777)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000071, 1.000127)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000083, 1.000198)
(1.000131, 1.000281)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{219}: --------------------
(0.999931, 0.999896)
(0.999785, 0.999597)
(1.000134, 1.000260)
(1.000190, 1.000357)
(0.999653, 0.999313)
(0.999907, 0.999800)
(1.000158, 1.000353)
(1.000286, 1.000557)
(0.999871, 0.999777)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000071, 1.000127)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000083, 1.000198)
(1.000131, 1.000281)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{220}: --------------------
(0.999931, 0.999896)
(0.999785, 0.999597)
(1.000134, 1.000260)
(1.000190, 1.000357)
(0.999960, 0.999889)
(0.999907, 0.999800)
(1.000158, 1.000353)
(1.000286, 1.000557)
(0.999871, 0.999777)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000071, 1.000127)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000083, 1.000198)
(1.000131, 1.000281)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{221}: --------------------
(0.999931, 0.999896)
(0.999785, 0.999597)
(1.000134, 1.000260)
(1.000190, 1.000357)
(0.999960, 0.999889)
(0.999907, 0.999800)
(1.000158, 1.000353)
(1.000286, 1.000557)
(0.999871, 0.999777)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000071, 1.000127)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000355, 1.000701)
(0.999867, 0.999712)
(1.000083, 1.000198)
(1.000131, 1.000281)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{222}: --------------------
(0.999931, 0.999896)
(0.999785, 0.999597)
(1.000134, 1.000260)
(1.000190, 1.000357)
(0.999960, 0.999889)
(0.999907, 0.999800)
(0.999897, 0.999768)
(1.000286, 1.000557)
(0.999871, 0.999777)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000086, 1.000180)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000355, 1.000701)
(0.999867, 0.999712)
(1.000083, 1.000198)
(1.000131, 1.000281)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{223}: --------------------
(0.999931, 0.999896)
(0.999719, 0.999440)
(1.000134, 1.000260)
(0.999809, 0.999597)
(0.999960, 0.999889)
(0.999907, 0.999800)
(0.999897, 0.999768)
(1.000286, 1.000557)
(0.999871, 0.999777)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000086, 1.000180)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000355, 1.000701)
(0.999867, 0.999712)
(1.000083, 1.000198)
(1.000131, 1.000281)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{224}: --------------------
(0.999931, 0.999896)
(0.999719, 0.999440)
(1.000134, 1.000260)
(0.999809, 0.999597)
(0.999960, 0.999889)
(0.999907, 0.999800)
(0.999897, 0.999768)
(1.000286, 1.000557)
(0.999871, 0.999777)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000086, 1.000180)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000355, 1.000701)
(0.999867, 0.999712)
(1.000083, 1.000198)
(1.000131, 1.000281)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{225}: --------------------
(0.999931, 0.999896)
(0.999719, 0.999440)
(1.000134, 1.000260)
(0.999809, 0.999597)
(0.999960, 0.999889)
(0.999907, 0.999800)
(0.999897, 0.999768)
(1.000286, 1.000557)
(0.999871, 0.999777)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000086, 1.000180)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000355, 1.000701)
(0.999867, 0.999712)
(1.000083, 1.000198)
(1.000131, 1.000281)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{226}: --------------------
(0.999931, 0.999896)
(0.999719, 0.999440)
(1.000134, 1.000260)
(0.999809, 0.999597)
(0.999960, 0.999889)
(0.999907, 0.999800)
(0.999897, 0.999768)
(1.000286, 1.000557)
(0.999871, 0.999777)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000086, 1.000180)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000355, 1.000701)
(0.999867, 0.999712)
(1.000083, 1.000198)
(1.000131, 1.000281)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{227}: --------------------
(0.999931, 0.999896)
(0.999719, 0.999440)
(1.000134, 1.000260)
(0.999809, 0.999597)
(0.999960, 0.999889)
(0.999907, 0.999800)
(0.999897, 0.999768)
(1.000286, 1.000557)
(0.999871, 0.999777)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000086, 1.000180)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000355, 1.000701)
(0.999867, 0.999712)
(1.000083, 1.000198)
(1.000131, 1.000281)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{228}: --------------------
(0.999931, 0.999896)
(0.999832, 0.999644)
(1.000134, 1.000260)
(0.999809, 0.999597)
(0.999960, 0.999889)
(0.999907, 0.999800)
(0.999897, 0.999768)
(1.000286, 1.000557)
(1.000112, 1.000250)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000086, 1.000180)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000355, 1.000701)
(0.999867, 0.999712)
(1.000083, 1.000198)
(1.000131, 1.000281)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{229}: --------------------
(0.999931, 0.999896)
(0.999832, 0.999644)
(1.000134, 1.000260)
(0.999809, 0.999597)
(0.999960, 0.999889)
(0.999907, 0.999800)
(0.999897, 0.999768)
(1.000286, 1.000557)
(1.000112, 1.000250)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000086, 1.000180)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000355, 1.000701)
(0.999867, 0.999712)
(1.000083, 1.000198)
(1.000131, 1.000281)
(1.000126, 1.000281)
(0.999863, 0.999725)

Era{230}: --------------------
(0.999931, 0.999896)
(1.000129, 1.000254)
(1.000134, 1.000260)
(0.999809, 0.999597)
(0.999960, 0.999889)
(0.999907, 0.999800)
(1.000104, 1.000221)
(1.000286, 1.000557)
(1.000112, 1.000250)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000086, 1.000180)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000355, 1.000701)
(0.999867, 0.999712)
(1.000083, 1.000198)
(1.000131, 1.000281)
(1.000126, 1.000281)
(0.999863, 0.999725)

Era{231}: --------------------
(0.999931, 0.999896)
(1.000129, 1.000254)
(1.000134, 1.000260)
(0.999809, 0.999597)
(1.000033, 1.000062)
(0.999907, 0.999800)
(1.000104, 1.000221)
(1.000227, 1.000473)
(1.000112, 1.000250)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000086, 1.000180)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000355, 1.000701)
(0.999867, 0.999712)
(1.000083, 1.000198)
(1.000131, 1.000281)
(1.000126, 1.000281)
(0.999863, 0.999725)

Era{232}: --------------------
(0.999931, 0.999896)
(1.000129, 1.000254)
(1.000134, 1.000260)
(0.999809, 0.999597)
(1.000033, 1.000062)
(0.999907, 0.999800)
(1.000104, 1.000221)
(1.000227, 1.000473)
(1.000112, 1.000250)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000086, 1.000180)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000240, 1.000489)
(0.999867, 0.999712)
(1.000083, 1.000198)
(1.000131, 1.000281)
(1.000126, 1.000281)
(0.999863, 0.999725)

Era{233}: --------------------
(0.999931, 0.999896)
(1.000129, 1.000254)
(1.000134, 1.000260)
(0.999809, 0.999597)
(1.000033, 1.000062)
(0.999907, 0.999800)
(1.000104, 1.000221)
(1.000227, 1.000473)
(1.000112, 1.000250)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000086, 1.000180)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000240, 1.000489)
(0.999867, 0.999712)
(1.000083, 1.000198)
(1.000131, 1.000281)
(1.000126, 1.000281)
(0.999863, 0.999725)

Era{234}: --------------------
(1.000086, 1.000180)
(1.000129, 1.000254)
(1.000134, 1.000260)
(0.999809, 0.999597)
(1.000033, 1.000062)
(1.000026, 1.000060)
(1.000104, 1.000221)
(1.000227, 1.000473)
(1.000112, 1.000250)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000041, 1.000082)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000023, 1.000049)
(1.000133, 1.000264)
(1.000083, 1.000198)
(1.000131, 1.000281)
(1.000126, 1.000281)
(0.999863, 0.999725)

Era{235}: --------------------
(1.000086, 1.000180)
(1.000129, 1.000254)
(1.000134, 1.000260)
(0.999809, 0.999597)
(1.000033, 1.000062)
(1.000026, 1.000060)
(1.000104, 1.000221)
(1.000227, 1.000473)
(1.000112, 1.000250)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000041, 1.000082)
(1.000037, 1.000071)
(0.999912, 0.999802)
(1.000023, 1.000049)
(1.000133, 1.000264)
(0.999868, 0.999732)
(1.000131, 1.000281)
(1.000126, 1.000281)
(0.999863, 0.999725)

Era{236}: --------------------
(1.000086, 1.000180)
(1.000129, 1.000254)
(1.000134, 1.000260)
(0.999809, 0.999597)
(1.000033, 1.000062)
(1.000026, 1.000060)
(1.000104, 1.000221)
(1.000227, 1.000473)
(1.000112, 1.000250)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000041, 1.000082)
(1.000037, 1.000071)
(0.999912, 0.999802)
(1.000023, 1.000049)
(1.000133, 1.000264)
(0.999868, 0.999732)
(1.000019, 1.000041)
(1.000126, 1.000281)
(0.999863, 0.999725)

Era{237}: --------------------
(1.000086, 1.000180)
(1.000129, 1.000254)
(1.000134, 1.000260)
(0.999809, 0.999597)
(1.000033, 1.000062)
(1.000026, 1.000060)
(1.000129, 1.000261)
(1.000227, 1.000473)
(1.000112, 1.000250)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000041, 1.000082)
(1.000037, 1.000071)
(0.999912, 0.999802)
(1.000023, 1.000049)
(1.000133, 1.000264)
(0.999868, 0.999732)
(1.000019, 1.000041)
(0.999957, 0.999890)
(0.999863, 0.999725)

Era{238}: --------------------
(1.000086, 1.000180)
(1.000129, 1.000254)
(1.000134, 1.000260)
(0.999809, 0.999597)
(1.000033, 1.000062)
(1.000026, 1.000060)
(1.000129, 1.000261)
(1.000227, 1.000473)
(0.999830, 0.999657)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000041, 1.000082)
(1.000037, 1.000071)
(0.999912, 0.999802)
(1.000023, 1.000049)
(1.000133, 1.000264)
(0.999868, 0.999732)
(1.000019, 1.000041)
(0.999957, 0.999890)
(0.999863, 0.999725)

Era{239}: --------------------
(1.000086, 1.000180)
(1.000129, 1.000254)
(1.000134, 1.000260)
(1.000005, 0.999983)
(1.000033, 1.000062)
(1.000026, 1.000060)
(0.999937, 0.999878)
(1.000224, 1.000443)
(0.999830, 0.999657)
(1.000249, 1.000487)
(1.000126, 1.000273)
(1.000041, 1.000082)
(1.000037, 1.000071)
(0.999912, 0.999802)
(1.000023, 1.000049)
(1.000133, 1.000264)
(0.999868, 0.999732)
(1.000019, 1.000041)
(0.999957, 0.999890)
(0.999863, 0.999725)

Era{240}: --------------------
(1.000086, 1.000180)
(1.000129, 1.000254)
(1.000134, 1.000260)
(1.000005, 0.999983)
(1.000033, 1.000062)
(1.000026, 1.000060)
(0.999937, 0.999878)
(1.000224, 1.000443)
(0.999830, 0.999657)
(1.000249, 1.000487)
(0.999811, 0.999614)
(1.000041, 1.000082)
(1.000037, 1.000071)
(0.999912, 0.999802)
(1.000023, 1.000049)
(1.000133, 1.000264)
(0.999868, 0.999732)
(1.000019, 1.000041)
(0.999957, 0.999890)
(0.999863, 0.999725)

Era{241}: --------------------
(1.000086, 1.000180)
(1.000129, 1.000254)
(1.000134, 1.000260)
(1.000005, 0.999983)
(1.000033, 1.000062)
(1.000026, 1.000060)
(0.999937, 0.999878)
(1.000076, 1.000138)
(0.999830, 0.999657)
(1.000249, 1.000487)
(0.999915, 0.999812)
(1.000041, 1.000082)
(1.000037, 1.000071)
(0.999912, 0.999802)
(1.000023, 1.000049)
(1.000133, 1.000264)
(0.999868, 0.999732)
(1.000019, 1.000041)
(0.999957, 0.999890)
(0.999863, 0.999725)

Era{242}: --------------------
(1.000086, 1.000180)
(1.000129, 1.000254)
(1.000134, 1.000260)
(1.000005, 0.999983)
(1.000033, 1.000062)
(1.000026, 1.000060)
(0.999937, 0.999878)
(1.000076, 1.000138)
(0.999830, 0.999657)
(1.000249, 1.000487)
(0.999915, 0.999812)
(1.000041, 1.000082)
(1.000037, 1.000071)
(1.000120, 1.000236)
(1.000023, 1.000049)
(1.000133, 1.000264)
(0.999868, 0.999732)
(1.000019, 1.000041)
(0.999957, 0.999890)
(0.999863, 0.999725)

Era{243}: --------------------
(1.000086, 1.000180)
(1.000129, 1.000254)
(1.000134, 1.000260)
(1.000005, 0.999983)
(1.000033, 1.000062)
(1.000026, 1.000060)
(0.999937, 0.999878)
(1.000076, 1.000138)
(0.999830, 0.999657)
(1.000205, 1.000427)
(0.999915, 0.999812)
(1.000041, 1.000082)
(1.000037, 1.000071)
(1.000120, 1.000236)
(1.000023, 1.000049)
(1.000133, 1.000264)
(0.999868, 0.999732)
(1.000019, 1.000041)
(0.999957, 0.999890)
(0.999863, 0.999725)

Era{244}: --------------------
(1.000086, 1.000180)
(1.000129, 1.000254)
(1.000134, 1.000260)
(1.000005, 0.999983)
(1.000033, 1.000062)
(1.000026, 1.000060)
(0.999970, 0.999941)
(1.000076, 1.000138)
(0.999830, 0.999657)
(1.000205, 1.000427)
(0.999915, 0.999812)
(1.000041, 1.000082)
(1.000037, 1.000071)
(1.000120, 1.000236)
(1.000023, 1.000049)
(1.000133, 1.000264)
(0.999868, 0.999732)
(1.000019, 1.000041)
(0.999784, 0.999571)
(0.999863, 0.999725)

Era{245}: --------------------
(1.000086, 1.000180)
(1.000129, 1.000254)
(1.000134, 1.000260)
(1.000005, 0.999983)
(1.000033, 1.000062)
(1.000026, 1.000060)
(0.999970, 0.999941)
(1.000076, 1.000138)
(0.999830, 0.999657)
(1.000205, 1.000427)
(1.000033, 1.000062)
(1.000041, 1.000082)
(1.000037, 1.000071)
(1.000120, 1.000236)
(1.000023, 1.000049)
(1.000133, 1.000264)
(0.999868, 0.999732)
(1.000019, 1.000041)
(0.999784, 0.999571)
(0.999863, 0.999725)

Era{246}: --------------------
(1.000086, 1.000180)
(1.000129, 1.000254)
(1.000022, 1.000051)
(1.000148, 1.000307)
(1.000033, 1.000062)
(1.000026, 1.000060)
(0.999970, 0.999941)
(1.000076, 1.000138)
(0.999830, 0.999657)
(1.000210, 1.000425)
(1.000033, 1.000062)
(1.000041, 1.000082)
(1.000037, 1.000071)
(1.000120, 1.000236)
(1.000023, 1.000049)
(1.000133, 1.000264)
(0.999868, 0.999732)
(1.000019, 1.000041)
(0.999784, 0.999571)
(0.999863, 0.999725)

Era{247}: --------------------
(1.000086, 1.000180)
(1.000129, 1.000254)
(1.000022, 1.000051)
(1.000148, 1.000307)
(1.000033, 1.000062)
(1.000026, 1.000060)
(0.999970, 0.999941)
(1.000076, 1.000138)
(0.999830, 0.999657)
(1.000210, 1.000425)
(1.000033, 1.000062)
(1.000041, 1.000082)
(1.000037, 1.000071)
(1.000120, 1.000236)
(1.000023, 1.000049)
(1.000133, 1.000264)
(0.999868, 0.999732)
(1.000019, 1.000041)
(0.999784, 0.999571)
(0.999863, 0.999725)

Era{248}: --------------------
(1.000086, 1.000180)
(1.000129, 1.000254)
(1.000022, 1.000051)
(1.000148, 1.000307)
(1.000033, 1.000062)
(1.000026, 1.000060)
(0.999970, 0.999941)
(1.000076, 1.000138)
(0.999830, 0.999657)
(1.000210, 1.000425)
(1.000033, 1.000062)
(1.000041, 1.000082)
(1.000037, 1.000071)
(1.000120, 1.000236)
(1.000023, 1.000049)
(1.000133, 1.000264)
(0.999868, 0.999732)
(1.000019, 1.000041)
(0.999784, 0.999571)
(0.999863, 0.999725)

Era{249}: --------------------
(1.000086, 1.000180)
(1.000129, 1.000254)
(1.000022, 1.000051)
(1.000148, 1.000307)
(1.000033, 1.000062)
(1.000026, 1.000060)
(0.999970, 0.999941)
(1.000076, 1.000138)
(1.000036, 1.000068)
(1.000210, 1.000425)
(1.000033, 1.000062)
(1.000041, 1.000082)
(1.000037, 1.000071)
(1.000120, 1.000236)
(1.000023, 1.000049)
(1.000133, 1.000264)
(0.999933, 0.999870)
(1.000019, 1.000041)
(1.000133, 1.000264)
(0.999863, 0.999725)

Era{250}: --------------------
(1.000086, 1.000180)
(1.000129, 1.000254)
(1.000022, 1.000051)
(1.000148, 1.000307)
(1.000033, 1.000062)
(1.000026, 1.000060)
(0.999970, 0.999941)
(1.000076, 1.000138)
(1.000036, 1.000068)
(1.000210, 1.000425)
(1.000033, 1.000062)
(1.000041, 1.000082)
(1.000037, 1.000071)
(1.000120, 1.000236)
(1.000023, 1.000049)
(1.000133, 1.000264)
(0.999933, 0.999870)
(1.000019, 1.000041)
(1.000133, 1.000264)
(0.999863, 0.999725)

Era{251}: --------------------
(1.000006, 1.000002)
(1.000129, 1.000254)
(1.000022, 1.000051)
(1.000148, 1.000307)
(1.000033, 1.000062)
(1.000069, 1.000138)
(0.999970, 0.999941)
(1.000076, 1.000138)
(1.000036, 1.000068)
(1.000210, 1.000425)
(1.000033, 1.000062)
(1.000041, 1.000082)
(1.000037, 1.000071)
(0.999908, 0.999813)
(1.000023, 1.000049)
(1.000133, 1.000264)
(0.999933, 0.999870)
(1.000019, 1.000041)
(1.000009, 1.000008)
(0.999863, 0.999725)

Era{252}: --------------------
(1.000006, 1.000002)
(1.000129, 1.000254)
(1.000022, 1.000051)
(1.000148, 1.000307)
(1.000033, 1.000062)
(1.000069, 1.000138)
(0.999970, 0.999941)
(1.000076, 1.000138)
(1.000036, 1.000068)
(1.000210, 1.000425)
(1.000033, 1.000062)
(1.000041, 1.000082)
(1.000037, 1.000071)
(0.999908, 0.999813)
(1.000023, 1.000049)
(1.000133, 1.000264)
(0.999933, 0.999870)
(1.000019, 1.000041)
(1.000009, 1.000008)
(0.999863, 0.999725)

Era{253}: --------------------
(1.000006, 1.000002)
(1.000129, 1.000254)
(1.000022, 1.000051)
(1.000148, 1.000307)
(1.000033, 1.000062)
(1.000069, 1.000138)
(0.999970, 0.999941)
(1.000076, 1.000138)
(1.000036, 1.000068)
(0.999853, 0.999715)
(1.000033, 1.000062)
(1.000041, 1.000082)
(1.000037, 1.000071)
(0.999908, 0.999813)
(1.000023, 1.000049)
(1.000133, 1.000264)
(0.999933, 0.999870)
(1.000019, 1.000041)
(1.000022, 1.000051)
(0.999863, 0.999725)

Era{254}: --------------------
(1.000006, 1.000002)
(1.000129, 1.000254)
(1.000022, 1.000051)
(1.000148, 1.000307)
(1.000033, 1.000062)
(1.000069, 1.000138)
(0.999970, 0.999941)
(1.000076, 1.000138)
(1.000036, 1.000068)
(0.999966, 0.999933)
(1.000033, 1.000062)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999908, 0.999813)
(1.000023, 1.000049)
(1.000133, 1.000264)
(0.999990, 0.999975)
(1.000019, 1.000041)
(1.000022, 1.000051)
(0.999863, 0.999725)

Era{255}: --------------------
(1.000006, 1.000002)
(1.000129, 1.000254)
(1.000022, 1.000051)
(1.000148, 1.000307)
(1.000033, 1.000062)
(1.000069, 1.000138)
(0.999970, 0.999941)
(1.000099, 1.000191)
(1.000036, 1.000068)
(0.999966, 0.999933)
(1.000033, 1.000062)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999908, 0.999813)
(1.000023, 1.000049)
(1.000133, 1.000264)
(0.999990, 0.999975)
(1.000019, 1.000041)
(1.000022, 1.000051)
(0.999863, 0.999725)

Era{256}: --------------------
(1.000006, 1.000002)
(1.000129, 1.000254)
(1.000022, 1.000051)
(1.000148, 1.000307)
(1.000033, 1.000062)
(1.000069, 1.000138)
(0.999970, 0.999941)
(1.000059, 1.000108)
(1.000036, 1.000068)
(0.999966, 0.999933)
(1.000033, 1.000062)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999908, 0.999813)
(1.000023, 1.000049)
(1.000039, 1.000071)
(0.999990, 0.999975)
(1.000019, 1.000041)
(1.000022, 1.000051)
(0.999863, 0.999725)
